"","samp_name","source_mat_id","sample_alt_lab_ids","biosamples_accession","tissue_type","molecular_sex","molecular_sex_reference","samp_taxon_common","samp_taxon_ID","specific_host","latitude","longitude","geo_loc_name","site_name","sample_age","sample_age_upper","sample_age_lower","sample_age_inference_methods","c14_age","c14_age_sd","c14_lab_code","delta_13_c","delta_13_c_sd","sample_age_reference","nuclear_sequencing_platform","nuclear_library_strategy","nuclear_depth_of_coverage","nuclear_damage_treatment","nuclear_lib_strandedness","nuclear_reference","mt_sequencing_platform","mt_library_strategy","mt_targeted_region","mt_depth_of_coverage","mt_damage_treatment","mt_lib_strandedness","mt_accession","mt_reference","curator_comments","curated_by","curation_complete",".sheet"
"49","CGG20","Nikita-NL-13/91","not applicable","SAMEA13128071","humerus, UBERON:0000976","F","https://doi.org/10.1038/s41586-022-04824-9","Wolf","9612","Canis lupus","71.581194","141.618583","Russia","Nikita Lake site, Muksunuokha river","13660","13765","13555","radiocarbon dating","11840","50","Beta-362943","missing","missing","https://doi.org/10.1038/s41586-022-04824-9","ILLUMINA","WGS","0.08","none","double","https://doi.org/10.1038/s41586-022-04824-9","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Anders Bergström","Yes","canids"
"50","CGG21","Berelekh-BR-09-478","not applicable","SAMEA13128072","femur, UBERON:0000981","M","https://doi.org/10.1038/s41586-022-04824-9","Wolf","9612","Canis lupus","70.500194","144.038944","Russia","Berelekh geoarchaeological complex, Berelekh river","13975","14394","13555","radiocarbon dating","12060","140","LE-8936","missing","missing","https://doi.org/10.1038/s41586-022-04824-9","ILLUMINA","WGS","0.19","none","double","https://doi.org/10.1038/s41586-022-04824-9","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Anders Bergström","Yes","canids"
"51","CGG23","Y06-NP-18994","not applicable","SAMN14210385","left lower primary canine tooth, UBERON:8490049","M","AaRC curator","Wolf","9612","Canis lupus","70.723306","135.425222","Russia","Yana site","33291","33840","32742","radiocarbon dating","28830","130","MAMS-24246","missing","missing","https://doi.org/10.1126/science.aaz8599","ILLUMINA","WGS","4.7","none","double","https://doi.org/10.1126/science.aaz8599","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Mattias Sherman","yes","canids"
"52","CGG25","Y07-NP-35020","not applicable","SAMEA13128073","premolar 3, UBERON:7500056","F","https://doi.org/10.1038/s41586-022-04824-9","Wolf","9612","Canis lupus","70.723306","135.425222","Russia","Yana site","31424","31757","31090","radiocarbon dating","27610","190","Beta-243114","missing","missing","https://doi.org/10.1038/s41586-022-04824-9","ILLUMINA","WGS","0.2","none","double","https://doi.org/10.1038/s41586-022-04824-9","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Anders Bergström","Yes","canids"
"53","CGG26","Y06-NP-16436","not applicable","SAMEA13128074","incisor tooth, UBERON:0001098","M","https://doi.org/10.1038/s41586-022-04824-9","Wolf","9612","Canis lupus","70.723306","135.425222","Russia","Yana site","31351","31568","31134","radiocarbon dating","27580","120","MAMS-24836","missing","missing","https://doi.org/10.1038/s41586-022-04824-9","ILLUMINA","WGS","0.08","none","double","https://doi.org/10.1038/s41586-022-04824-9","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Anders Bergström","Yes","canids"
"54","CGG27","Y06-NP-17153","not applicable","SAMEA13128075","mandible, UBERON:0001684","M","https://doi.org/10.1038/s41586-022-04824-9","Wolf","9612","Canis lupus","70.723306","135.425222","Russia","Yana site","32844","33359","32329","radiocarbon dating","28710","130","MAMS-24248","missing","missing","https://doi.org/10.1038/s41586-022-04824-9","ILLUMINA","WGS","0.69","none","double","https://doi.org/10.1038/s41586-022-04824-9","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Anders Bergström","Yes","canids"
"55","CGG28","Y06-NP-21016","not applicable","SAMEA13128076","cuspid, UBERON:0003674","M","https://doi.org/10.1038/s41586-022-04824-9","Wolf","9612","Canis lupus","70.723306","135.425222","Russia","Yana site","31758","32333","31183","radiocarbon dating","27840","220","missing","missing","missing","https://doi.org/10.1038/s41586-022-04824-9","ILLUMINA","WGS","0.12","none","double","https://doi.org/10.1038/s41586-022-04824-9","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Anders Bergström","Yes","canids"
"56","CGG29","BT-1885","not applicable","SAMEA7538371","humerus, UBERON:0000976","M","AaRC curator","Wolf","9612","Canis lupus","68.918111","134.4795","Russia","Bunge-Toll-1885 site, Yana river","47124","48878","45370","radiocarbon dating","44650","825","GrA-57022","missing","missing","https://doi.org/10.1016/j.quascirev.2017.04.004","ILLUMINA","WGS","6.29","none","double","https://doi.org/10.1016/j.cub.2020.10.002","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Mattias Sherman","yes","canids"
"57","CGG32","C_1216","not applicable","SAMEA7538369","zygomatic arch, UBERON:0002500","M","AaRC curator","Wolf","9612","Canis lupus","68.894167","147.2125","Russia","Tirektyakh","56565","91315","50300","genetic inference",">50300","not applicable","OxA-31945","missing","missing","https://doi.org/10.1016/j.jas.2016.11.008","ILLUMINA","WGS","15.1","none","double","https://doi.org/10.1016/j.cub.2020.10.002","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Mattias Sherman","yes","canids"
"58","CGG33","C_1346","not applicable","SAMEA7538370","zygomatic arch, UBERON:0002500","F","AaRC curator","Wolf","9612","Canis lupus","67.694458","135.740401","Russia","Ulakhan Sular","16907","17142","16672","radiocarbon dating","13925","70","OxA-31946","missing","missing","https://doi.org/10.1016/j.jas.2016.11.008","ILLUMINA","WGS","15.36","none","double","https://doi.org/10.1016/j.cub.2020.10.002","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Mattias Sherman","yes","canids"
"59","CGG34","C_Badayarikha","not applicable","SAMEA13128077","zygomatic arch, UBERON:0002500","M","https://doi.org/10.1038/s41586-022-04824-9","Wolf","9612","Canis lupus","67.913611","146.515556","Russia","Badayarikha","29935","30551","29319","radiocarbon dating","25690","220","OxA-31944","missing","missing","https://doi.org/10.1038/s41586-022-04824-9","ILLUMINA","WGS","0.19","none","double","https://doi.org/10.1038/s41586-022-04824-9","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Anders Bergström","Yes","canids"
"60","CGG6","Zh-03-97","not applicable","SAMN14210384","tooth of lower jaw, UBERON:0003268","missing","https://doi.org/10.1126/science.aaz8599","Dog","9615","Canis lupus familiaris","76.105556","152.711667","Siberia","Zhokhov site, Zhokhov Island, New Siberian Islands","9513","9548","9478","radiocarbon dating","8529","30","MAMS-24239","missing","missing","https://doi.org/10.1126/science.aaz8599","ILLUMINA","WGS","9.2","none","double","https://doi.org/10.1126/science.aaz8599","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Mattias Sherman","yes","canids"
"61","CH1109","NOY84 XVI 8 15 0 15 9","not applicable","SAMEA13128066","femur, UBERON:0000981","F","https://doi.org/10.1038/s41586-022-04824-9","Wolf","9612","Canis lupus","48.458351","3.334805","France","Noyen-Sur-Seine","8629","8721","8537","radiocarbon dating","7824","37","OxA-36901","missing","missing","https://doi.org/10.1038/s41586-022-04824-9","ILLUMINA","WGS","0.03","none","double","https://doi.org/10.1038/s41586-022-04824-9","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Anders Bergström","Yes","canids"
"62","Chuchki1","K.607;19448","TRF-02-49","SAMEA9534551","skin of body, UBERON:0002097","M","https://doi.org/10.1073/pnas.21003381","Dog","9615","Canis lupus familiaris","64.41","-173.4","Russia","Chuchki, Chukotka","23","not applicable","not applicable","historical records","not applicable","not applicable","not applicable","not applicable","not applicable","https://doi.org/10.1073/pnas.21003381","BGISEQ;ILLUMINA","WGS","3.62","none","double","https://doi.org/10.1073/pnas.21003381","not applicable","not applicable","not applicable","63","not applicable","not applicable","not applicable","not applicable",NA,"Mattias Sherman","yes","canids"
"63","Chukotka1","K.613;19451","TRF-02-01","SAMEA9534547","skin of body, UBERON:0002097","F","https://doi.org/10.1073/pnas.21003381","Dog","9615","Canis lupus familiaris","66.7456254","172.264814","Russia","Koryaks, Chukotka","23","not applicable","not applicable","historical records","not applicable","not applicable","not applicable","not applicable","not applicable","https://doi.org/10.1073/pnas.21003381","BGISEQ;ILLUMINA","WGS","0.5","none","double","https://doi.org/10.1073/pnas.21003381","not applicable","not applicable","not applicable","36.9","not applicable","not applicable","not applicable","not applicable",NA,"Mattias Sherman","yes","canids"
"64","CLIO-VAL-050","2017АБ-Ог-02 (50)","VAL_050","SAMEA13128111","cranium, UBERON:0003128","M","https://doi.org/10.1038/s41586-022-04824-9","Wolf","9612","Canis lupus","68.23216944","146.846025","Russia","Ogorokha River, basin of Indigirka River","36050","30703","40580","genetic inference","not applicable","not applicable","not applicable","not applicable","not applicable","https://doi.org/10.1038/s41586-022-04824-9","ILLUMINA","WGS","3.29","full-udg","double","https://doi.org/10.1038/s41586-022-04824-9","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Anders Bergström","Yes","canids"
"65","CTC","missing","not applicable","SAMN04884534","petrous part of temporal bone, UBERON:0001694","M","https://doi.org/10.1126/science.aba9572","Dog","9615","Canis lupus familiaris","49.7894444","11.2875","Germany","Kirschbaumhöhle, Franconian Alb","4721","4868","4574","radiocarbon dating","4194","45","Erl-18378","missing","missing","https://doi.org/10.1038/ncomms16082","ILLUMINA","WGS","9.2","none","double","https://doi.org/10.1038/ncomms16082","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","coordinates of nearby Quackenschloss cave; C14 date calibrated to IntCal20","Mattias Sherman","yes","canids"
"66","D10","1CU5/16","not applicable","SAMEA115599125","calcareous tooth, UBERON:0001091","M","https://doi.org/10.1073/pnas.2407584121","Dog","9615","Canis lupus familiaris","-34.145507","151.110011","Australia","Curracurrang Rockshelter, Royal National Park, NSW","2031","2095","1933","radiocarbon dating","2105","22","SANU-64831","missing","missing","https://doi.org/10.1073/pnas.2407584121","ILLUMINA","WG Enrichment","0.12","partial-udg","double","https://doi.org/10.1073/pnas.2407584121","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Lachie Scarsbrook","yes","canids"
"67","D11","1CU5/24","not applicable","SAMEA115599126","calcareous tooth, UBERON:0001091","M","https://doi.org/10.1073/pnas.2407584121","Dog","9615","Canis lupus familiaris","-34.145507","151.110011","Australia","Curracurrang Rockshelter, Royal National Park, NSW","697","726","667","radiocarbon dating","807","20","SANU-64832","missing","missing","https://doi.org/10.1073/pnas.2407584121","ILLUMINA","WG Enrichment","0.05","partial-udg","double","https://doi.org/10.1073/pnas.2407584121","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Lachie Scarsbrook","yes","canids"
"68","D12","1CU5/32","not applicable","SAMEA115599127","calcareous tooth, UBERON:0001091","M","https://doi.org/10.1073/pnas.2407584121","Dog","9615","Canis lupus familiaris","-34.145507","151.110011","Australia","Curracurrang Rockshelter, Royal National Park, NSW","2233","2331","2136","radiocarbon dating","2257","22","SANU-64833","missing","missing","https://doi.org/10.1073/pnas.2407584121","ILLUMINA","WG Enrichment","0.04","partial-udg","double","https://doi.org/10.1073/pnas.2407584121","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Lachie Scarsbrook","yes","canids"
"69","D13","1CU5/168","not applicable","SAMEA115599128","bone element, UBERON:0001474","M","https://doi.org/10.1073/pnas.2407584121","Dog","9615","Canis lupus familiaris","-34.145507","151.110011","Australia","Curracurrang Rockshelter, Royal National Park, NSW","2002","2087","1929","radiocarbon dating","2088","21","SANU-64835","missing","missing","https://doi.org/10.1073/pnas.2407584121","ILLUMINA","WG Enrichment","0.75","partial-udg","double","https://doi.org/10.1073/pnas.2407584121","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Lachie Scarsbrook","yes","canids"
